N,P,K,temperature,humidity,ph,rainfall,label
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
27.78696572,50.03215423,19.87353179,27.60973756,86.92633888,6.911116941,52.11237805,mungbean
14.79365876,50.18892902,19.06586,28.48261197,82.05186092,6.792478528,43.21856251,mungbean
34.21713656,54.31579912,19.59238965,27.06219553,84.63463195,6.796044951,51.14771539,mungbean
10.59234312,51.19921172,17.78632808,29.00617833,81.72456065,6.600936919,37.08625952,mungbean
19.58698198,51.44877348,18.88207906,29.39149976,86.9854595,6.706037322,51.75562805,mungbean
14.24815134,54.14791465,22.80825782,29.38211697,89.16266184,7.135109124,46.07301426,mungbean
27.02988928,52.67537676,21.55741224,28.54833347,85.9751064,6.934613544,49.44763798,mungbean
29.21960671,43.56267048,23.76239606,28.32270015,84.07583304,6.967153019,52.6426662,mungbean
4.046297545,42.13598987,19.14807609,29.44306562,86.8823576,6.938406258,45.86936102,mungbean
20.13927146,46.62495689,18.97687646,28.28505318,83.8603212,7.029210624,53.55743839,mungbean
23.23065461,42.65215656,20.30662444,29.02862336,86.12953693,7.021402013,55.62707663,mungbean
24.6684171,46.0767657,19.45380361,27.9981304,84.89347928,6.588350152,47.52100448,mungbean
17.86668045,49.53120036,20.93954362,28.66298644,84.29303111,6.550830984,46.39100775,mungbean
25.86939771,53.4894129,17.20104961,28.7771203,86.55260609,6.749242093,52.19407198,mungbean
20.90977353,41.31959947,18.45579716,29.67712669,85.74302795,6.705641013,40.21125103,mungbean
22.9256482,58.24953842,22.31619706,29.58163893,87.17258059,6.515541599,42.02387211,mungbean
22.25366213,47.4943061,18.95897478,28.49023525,80.64757363,6.619520724,49.18784341,mungbean
20.94625997,54.36552164,17.93346999,27.70112123,87.72582541,6.918052755,49.98790835,mungbean
20.28375018,37.83191898,22.05127713,27.32351272,83.67091734,6.636566553,44.77774858,mungbean
14.69232271,52.90656414,19.96253041,28.60337037,89.00141561,6.433118052,51.22844333,mungbean
20.70835356,47.56751093,17.13286194,29.10471843,86.59302677,6.816362244,49.35990281,mungbean
23.01168348,50.4774019,17.02559706,28.02303895,83.99241098,6.588949547,43.04035457,mungbean
18.26222904,46.08455565,22.40694909,29.20449352,82.28002262,6.719999043,52.49075097,mungbean
29.95370707,43.9812911,18.54982858,27.33114466,84.53528347,6.916090762,38.981303,mungbean
24.81425463,59.82561436,17.5894377,28.31830696,82.06696447,6.511203814,52.62127453,mungbean
23.75243413,50.29580236,18.99929073,28.29475802,83.74245051,6.509338712,43.36110604,mungbean
18.82974226,53.74893156,23.27766747,28.84760419,83.47989096,6.686981984,47.54813563,mungbean
29.34791878,53.59988368,20.05588768,28.33224596,86.35787124,6.569534958,55.83195905,mungbean
22.05655497,56.34941121,19.39939231,28.28335412,85.00834451,6.665747338,47.01525565,mungbean
18.07268342,58.4919142,24.9062605,28.16263993,85.92330413,6.594697213,53.25588047,mungbean
26.52002567,41.98564851,19.02412488,28.40398479,83.88145871,6.90301671,53.99089603,mungbean
12.76325942,43.17760251,23.4136075,28.43386806,87.17130714,6.594385737,47.11831727,mungbean
26.63171624,38.80455192,23.47754228,28.85927411,88.37893412,6.980544554,47.49041342,mungbean
11.75769031,39.05522191,21.76138654,27.87392798,83.92947482,6.952291586,49.35449621,mungbean
14.99767674,54.83931587,21.60921721,28.35076843,86.90196162,6.894873486,40.54925311,mungbean
24.89516457,41.45919727,19.70345719,28.42484982,86.08367529,6.80572089,48.35324117,mungbean
8.040408217,49.02364624,20.94242996,28.55869516,88.19422831,6.335711122,48.31005281,mungbean
23.47118321,46.12791006,17.44782159,29.51484544,86.15282305,7.159304204,46.44064873,mungbean
25.86162811,48.72312159,21.9824158,28.48619607,85.19240255,6.652160738,54.38117362,mungbean
15.93247547,53.14201324,15.65122797,29.05957495,83.57569872,6.642990629,44.69921445,mungbean
16.9876849,57.96690583,22.04730693,28.02130876,87.38133777,6.862964299,45.19579712,mungbean
13.13202669,53.45092681,15.44992837,29.42356958,88.7683585,6.491028,56.40609547,mungbean
11.23394227,57.67212247,23.53516367,28.9544523,85.31879758,6.593672579,51.04559697,mungbean
2.069108443,48.25891818,16.11534739,29.67773343,85.75058695,6.570548249,56.4474553,mungbean
24.29984499,48.97222268,20.25587161,29.56531118,89.64311948,6.836733555,51.02025429,mungbean
10.41687818,45.07358821,17.19588251,28.58386397,84.96164469,6.644964757,49.55507456,mungbean
18.4903686,42.02851096,22.12952363,27.91331584,87.97457318,7.010333951,51.14754582,mungbean
29.90051203,42.51103894,15.04550908,27.65536545,86.37862251,6.720292943,48.37492882,mungbean
5.484388815,57.42440895,24.1741715,27.84187672,84.16392596,6.396065296,50.49269467,mungbean
1.391006544,40.62955435,21.42339762,28.71136881,83.3232364,6.322234873,58.30944934,mungbean
31.94866232,50.27148541,18.57315401,28.91464356,86.28263424,6.916792232,50.85968812,mungbean
18.06024644,53.79945662,21.64617254,28.35347537,89.52604433,6.500410288,50.72966231,mungbean
33.59329725,48.44248658,21.86580389,27.75683832,85.45451612,6.834530567,52.82823108,mungbean
18.34529958,51.72284407,18.07429936,27.28231079,84.11727688,6.906325276,47.08591528,mungbean
23.559465,53.8992478,19.29963081,28.20762726,84.04398609,6.681482669,42.25245838,mungbean
14.78800899,41.44022129,18.30455406,28.4167697,82.37510126,6.398770298,47.43038618,mungbean
11.51907098,42.92330566,19.88391417,27.98667331,88.10287263,6.831124064,49.78326449,mungbean
14.81150258,44.90851405,19.76423765,28.89564163,86.78104107,6.478562016,55.53634372,mungbean
31.52973499,44.31230242,24.98818281,29.59229516,83.74276125,6.417730478,42.59752032,mungbean
26.45800017,44.81164272,17.12294624,29.18312153,87.04817159,6.452155425,56.79371433,mungbean
39.37294131,50.82253524,15.59993478,29.28573261,86.81436162,6.737517177,48.69061332,mungbean
18.82995882,46.56846432,17.93652647,29.19758449,84.99853412,6.615989359,47.85221882,mungbean
5.080222516,53.0436299,21.50848184,28.18280317,86.03924198,7.009822478,49.43672407,mungbean
12.63052589,47.61027276,21.86848829,28.60169614,85.1678426,6.633123686,49.38896213,mungbean
21.57722667,48.26393613,17.51712472,29.08210045,88.11729257,7.076346957,36.79935301,mungbean
27.09972229,48.54599875,20.11030874,27.1246614,89.49792164,6.917174277,42.53941058,mungbean
30.14517986,42.61277697,19.77885514,28.26823965,86.80771796,6.596367226,50.47154156,mungbean
15.11939644,45.43869006,17.47844236,28.46813191,85.66828467,6.690910338,40.07516753,mungbean
20.41725406,44.64668638,23.81483675,29.81052813,81.42711029,7.028673527,49.3042962,mungbean
14.78715527,38.57887378,17.19073329,28.01972802,82.79649749,6.845170332,41.47322837,mungbean
30.6554923,44.20393387,19.18630111,29.24649487,87.41744595,6.967364316,43.88988008,mungbean
33.42760865,48.62598327,22.24783235,28.96272546,87.03402124,6.758051202,49.32329088,mungbean
26.08436908,41.29731825,18.04813446,29.25960513,82.90410043,6.835457074,57.63966039,mungbean
16.64127425,38.79017623,16.0559947,28.44873232,85.38070372,6.648696668,46.04767259,mungbean
15.81410968,46.41856202,21.15788996,28.73100155,83.53734762,6.811041493,46.95426874,mungbean
16.45046095,45.71885871,18.25993937,28.74287358,87.31509246,6.702344137,49.91221083,mungbean
14.81820732,43.77721283,18.09600821,28.25875708,84.95035112,6.839440339,41.03826254,mungbean
32.1408304,50.77492977,17.59259656,28.50242877,83.94809583,6.59404049,44.37911261,mungbean
16.4135445,54.69354633,19.98394359,28.8886804,85.36990308,6.592044098,46.24663396,mungbean
29.72799471,47.21183034,20.80243158,29.05372833,85.13858757,6.640221994,46.53978977,mungbean
31.57651222,40.38066727,18.78361776,28.03133135,85.87193043,6.636368675,38.42424611,mungbean
15.33175046,37.14370166,19.5059823,28.54633683,81.98609162,6.680344864,43.47010313,mungbean
9.054695632,47.09946742,18.00384607,28.85651567,81.6679941,6.978337731,43.40061648,mungbean
12.57159174,51.41762546,19.10937132,29.20172796,80.92894849,6.784569449,47.4066894,mungbean
20.89297689,57.25491233,19.80685811,28.94375509,84.87554721,6.643066154,45.25678694,mungbean
31.65106727,54.37692977,17.96461198,28.13163659,87.22946671,6.752866484,55.3660427,mungbean
16.08327405,47.81337869,20.21785192,28.60683876,87.09450931,6.742825988,48.10130749,mungbean
22.35297022,43.12610925,18.19692208,28.78197643,82.74886104,6.798290145,50.48613077,mungbean
33.46710093,40.42426514,15.80465022,28.44112588,84.17800839,6.75430545,55.9732517,mungbean
26.73777373,39.88024401,20.84872321,27.97231554,84.04769054,7.084214711,49.98691356,mungbean
23.75648832,50.34967573,19.32632049,28.13342368,86.95007859,6.519402377,43.34197842,mungbean
19.98080515,46.90629456,16.15583808,28.91560877,89.16430202,6.800666578,51.24677993,mungbean
20.5478788,46.67667306,18.49595185,27.81040165,84.11387892,6.895521021,41.7548464,mungbean
21.89728351,45.68153025,16.8727406,28.94173867,87.30212821,6.789911439,48.88839425,mungbean
10.96366576,42.85964134,18.7982549,28.35240547,81.84046564,6.671888055,47.45896425,mungbean
10.93482059,39.53438498,21.46811327,27.90062991,86.4801232,6.79853488,52.51839101,mungbean
5.867527455,49.46236267,21.48380267,28.73410197,84.58748016,6.839341175,44.81388825,mungbean
25.1296064,45.13625118,19.57146794,28.44775627,85.644377,6.614328005,42.47346525,mungbean
17.16940072,51.06766514,21.62891188,28.7166409,84.11600886,6.698730134,54.4030293,mungbean
21.49940378,41.2713557,20.31814481,28.8733047,85.55572443,6.517126199,49.03250603,mungbean
21.70873968,47.89526086,17.33598029,27.76249344,85.7871793,7.00325243,50.57432206,mungbean
17.25298593,51.80157736,19.0936687,29.11542957,81.05080228,6.86866066,43.81792044,mungbean
31.8805473,53.274242,18.28466426,27.77161135,86.98138328,6.73690994,49.87628097,mungbean
18.00891662,55.64103689,17.79284568,28.86032024,81.08684316,6.801792544,41.28401132,mungbean
13.60166588,53.96807101,18.9169476,29.41086995,86.80099302,6.690633168,47.82711946,mungbean
17.41416855,50.11618254,22.7786886,29.24172981,88.49278665,6.973618275,46.07868318,mungbean
28.53070145,57.24171838,22.08930339,27.87032268,86.00546911,6.684937268,52.75397597,mungbean
21.79016072,50.51187664,23.81292194,27.96984976,83.90320444,7.136034499,48.60270986,mungbean
8.721665124,48.95296585,19.80375936,29.15003906,86.12534323,6.760826727,44.31483008,mungbean
17.87733377,40.01559904,19.22906692,28.371731,84.86916313,6.879236497,47.1667981,mungbean
25.32232786,41.32454124,21.52173937,29.25917281,83.94943107,7.071426087,57.25028431,mungbean
18.71002991,47.47029838,17.37845679,27.89955399,83.63806103,6.367858628,48.74709388,mungbean
22.87506087,42.81858015,22.68649306,28.56174495,84.21459061,6.668335812,46.26597946,mungbean
24.7747923,49.70472577,16.41177038,28.38678198,87.01467742,6.6655447,48.73031715,mungbean
14.09633022,44.6520813,20.27654731,29.60314969,84.72664297,6.809244734,38.57880662,mungbean
31.88876887,58.64636531,22.36082657,29.04881493,87.0191959,6.671071544,47.24521359,mungbean
29.92623943,48.68045707,19.33833817,28.31171472,81.09641315,6.810938863,44.00887117,mungbean
28.91508213,53.76373021,17.66288838,27.28852762,85.79563704,6.958952659,45.23869355,mungbean
23.89284407,39.97713251,20.95463133,27.19593614,85.51833447,6.877318788,45.41559428,mungbean
22.0218669,52.81401525,18.94215727,28.67376185,87.19109529,6.477532049,50.76460169,mungbean
15.40626604,49.48683474,18.54179233,28.86278782,87.02861573,6.593470556,46.62829786,mungbean
25.01189719,51.34495185,17.92726017,28.6622189,83.95993111,6.606381274,46.30002339,mungbean
26.75845831,45.01379817,22.02090768,29.37001044,80.35550082,6.730895393,50.90181078,mungbean
29.50555299,38.82523099,19.57496661,27.99062969,84.56310996,6.82453991,38.73831572,mungbean
31.41630732,59.43558553,15.76173085,28.68399427,82.91006501,6.530270638,52.7818938,mungbean
25.05786817,46.87720399,20.84547194,28.46480587,83.72677618,6.384730888,42.90935824,mungbean
15.39406088,49.50221755,21.90901178,28.81628814,83.95993572,6.77401393,45.7482497,mungbean
26.18109966,53.41082313,17.42471066,28.18305406,87.72448356,6.723204808,54.25302509,mungbean
31.42564932,55.510249,21.16304982,28.16761795,86.83003073,6.704716461,49.88566808,mungbean
15.1153254,53.67944288,24.19083654,28.4698584,86.83254759,6.437034614,54.01603013,mungbean
34.10693501,45.656658,20.17919187,28.13264139,83.88227063,6.821497369,53.39392225,mungbean
14.17581955,47.56221099,22.10248023,28.14799741,85.53270582,6.733621234,42.55947038,mungbean
22.89201985,36.30391508,24.99970299,28.83248125,86.38548164,7.072458884,46.05616545,mungbean
7.094707716,42.04847809,20.72196477,27.94846347,85.16060409,6.843024886,49.69369954,mungbean
10.02534497,52.66170218,19.15859076,28.46643305,86.22691989,7.045052846,39.56445847,mungbean
20.94520382,43.25485167,20.04674117,29.04321471,85.63008914,6.772763288,51.60325004,mungbean
8.097866573,45.89128597,19.39457028,27.85917227,86.94356008,6.222486763,48.47313599,mungbean
28.30943425,44.32913976,15.55035902,28.92732685,87.04733282,6.922022046,49.75566676,mungbean
26.96602557,45.40927748,20.0010167,28.50704546,85.64015129,6.599021753,52.43625762,mungbean
16.23254556,53.19292775,16.11992548,29.39125885,83.7676038,6.798088886,46.05243642,mungbean
16.41185329,57.46883091,20.40530494,27.47626393,87.27349042,6.937122327,49.68051398,mungbean
20.96422431,55.68329393,16.70691143,29.82669483,87.93500282,6.505024247,54.68205571,mungbean
16.07287973,53.56357029,24.09453482,28.35146696,83.54815301,6.54569901,53.78727531,mungbean
4.288262868,49.08437845,17.73237725,29.78330492,83.95375655,6.508815388,57.27901228,mungbean
21.13381428,49.25836685,19.21710116,29.00923667,89.04996373,6.696785123,51.56185778,mungbean
4.31080592,44.66921871,16.558977,28.4311254,85.18066065,6.602620635,43.39728207,mungbean
22.85254387,43.53884575,22.6577088,28.47699058,87.23664399,6.886361929,48.13421925,mungbean
32.2986798,46.94358414,17.67507702,27.33068726,84.68047142,6.918460994,51.49498185,mungbean
9.304092863,53.68282187,22.56136098,28.27112858,82.44784536,6.297841296,53.21640533,mungbean
12.42135044,46.84768564,22.62847593,29.08247385,84.3841492,6.494314501,53.44923378,mungbean
35.28539734,43.68133184,18.57650506,28.69041808,87.28570499,7.026941092,52.44772214,mungbean
14.70777104,47.01273413,23.66543116,27.83033879,88.80880304,6.672752217,49.71518142,mungbean
24.80881354,49.45733058,19.13019349,27.45320468,86.24237933,6.657149409,46.1204999,mungbean
16.71118508,48.88026777,18.37405367,27.32166732,86.33429356,7.084966295,49.52170822,mungbean
25.10030399,56.82473737,18.41709357,28.55076928,83.92038582,6.644799832,40.33290484,mungbean
16.94309092,40.0895197,18.71865566,27.82319178,83.09422402,6.46252193,44.57440639,mungbean
11.27437722,43.52666275,18.61000423,27.88116586,87.21766321,6.870451256,50.29353805,mungbean
13.29884923,43.63489785,18.74195988,29.36240237,86.48533874,6.559323265,52.00967722,mungbean
25.84270878,46.79744851,23.78430818,29.75307612,84.36139464,6.497855321,45.64807241,mungbean
35.36028275,44.11291948,16.57678022,29.07689099,87.35046623,6.424244644,57.27396915,mungbean
39.34631626,51.82465949,17.28906139,28.69551014,86.75031625,6.836868629,49.04640715,mungbean
19.06147985,45.82748421,16.60590463,29.58874066,83.11572071,6.570574098,44.00489278,mungbean
10.50270357,55.16191063,22.91907127,28.18007244,84.96885694,7.027373133,49.61330864,mungbean
17.10162236,47.21222315,19.83561353,28.43158541,85.33998448,6.635619741,45.15067051,mungbean
15.6786297,47.63720389,20.11626092,28.40424403,86.87814287,6.936835643,39.80349508,mungbean
31.32974625,51.78545171,21.40769197,27.82186579,87.92426324,6.815783765,40.79867836,mungbean
27.23492215,43.76167107,19.59852186,28.6598032,85.52482123,6.801586263,51.55428165,mungbean
7.026892639,41.47038306,18.35243045,28.60248301,84.5638221,6.777821553,43.07641483,mungbean
23.30691168,38.3089902,24.62171493,29.83254231,81.40303708,6.8755611,51.63215486,mungbean
12.62302162,41.1572821,17.06013685,28.19254822,82.69250722,6.64062627,46.62800154,mungbean
25.53054335,42.94594062,19.20050016,28.86989606,89.31648545,6.832068168,48.03823326,mungbean
33.68111043,48.47891376,22.95764967,29.09972409,87.66949075,6.532756168,52.980553,mungbean
27.16655016,35.83332099,19.56910564,28.73402925,83.4019322,6.917304702,57.88595342,mungbean
21.05173453,40.79444576,15.63269874,28.69432426,84.44924208,6.718187199,46.01022806,mungbean
20.86388496,42.16313743,19.39309915,29.1358188,82.47981916,6.7363404,47.52989698,mungbean
11.94440525,46.59456747,20.07432773,28.87560338,87.90932801,6.694590441,48.61297341,mungbean
20.11836876,43.17898513,18.28258696,28.36697597,85.11041512,6.777862134,40.90164038,mungbean
31.79930852,46.70573661,17.24920897,27.84537978,85.24448298,6.756034583,46.44093524,mungbean
20.05859968,52.79013766,17.31413662,28.70939012,85.91089091,6.636622783,46.3440872,mungbean
30.13918612,43.50035604,19.27836876,28.7456675,85.16625186,6.641517966,49.20945419,mungbean
36.6813301,38.58051327,17.9894707,28.41530456,85.45214669,6.799380255,38.37778624,mungbean
6.418462931,39.73251143,17.12545012,28.45857693,83.01329661,6.557251552,42.86737505,mungbean
15.45654724,52.10370238,18.86467127,28.8309159,81.14892719,6.883727364,44.69898148,mungbean
15.19723983,45.88075571,19.94556209,29.02553332,82.83444117,6.814970419,44.28253013,mungbean
22.69700109,54.15819229,20.15406718,28.9203615,85.76550112,6.747116474,48.8669329,mungbean
27.77054422,54.42656909,19.90490929,27.63974911,87.05593877,6.811476118,55.55489642,mungbean
15.90911983,50.38953706,19.76898272,28.64495783,85.53148429,6.955044611,45.61964779,mungbean
20.55475093,42.59976663,18.00471244,29.19178184,81.8039835,6.738344116,45.42224185,mungbean
37.13563582,39.73727672,16.06449931,28.78681882,86.16558441,6.69131218,55.07307343,mungbean
32.92759173,44.82783051,21.42464951,28.24585513,86.14422689,7.126611475,47.03401397,mungbean
16.92317878,53.07437032,19.85356325,28.03487865,86.45026593,6.339671754,44.34253059,mungbean
15.71234275,46.10650053,17.1604053,28.81814964,86.631234,6.941915799,54.91370629,mungbean
20.27002485,49.21977837,19.87318888,28.1864437,84.06564024,6.69650448,43.23753553,mungbean
28.60518513,47.52230565,18.62206861,28.69496702,87.88120825,6.703915512,47.66061557,mungbean
11.62010221,44.53253443,20.5087415,28.67762158,82.43766803,6.631362026,49.14781307,mungbean
13.63325223,43.83663749,19.16007817,28.36982995,87.418494,7.012893517,52.134646,mungbean
14.76166216,49.6398796,19.03511815,28.29181605,85.12389702,6.873640032,47.08528457,mungbean
21.64388685,51.76859104,19.23997888,28.64905853,85.82751784,6.719241321,43.57539982,mungbean
21.23327737,45.39438485,21.61915764,28.16125624,84.36081522,6.887786465,53.09393616,mungbean
21.83619764,47.48958612,19.89406811,29.20977003,85.19133944,6.501580443,52.31889049,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,blackgram
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
